N,country,state,city,lat,lon,dist
2,Japan,,Hachioji,35.660175,139.283071,8333.424238
5,Japan,,Higashi-Hiroshima,34.42683,132.741552,8890.888306
1,Japan,,Hirosaki,40.6030543,140.4640389,7935.096928
4,Japan,,Hiroshima,34.3916058,132.4518156,8914.043314
1,Japan,,Hitachinaka,36.3965834,140.5346906,8194.139326
40,Japan,,Ibaraki,36.2869536,140.4703384,8205.848334
1,Japan,,Imizu,36.7304657,137.0753818,8423.887162
1,Japan,,Izuka,39.8993271,140.0733581,8006.428976
2,Japan,,Kagawa,34.2480104,134.0586579,8808.635513
1,Japan,,Kagoshima,31.521587,130.5474077,9254.362971
62,Japan,,Kanagawa,35.4342935,139.374753,8341.301065
10,Japan,,Kanazawa,36.561627,136.6568822,8465.099425
10,Japan,,Kashiwa,35.858532,139.9890531,8268.672518
1,Japan,,Kasuga,33.5330716,130.4704269,9115.829601
1,Japan,,Kasugai,35.273804,137.007459,8525.317246
3,Japan,,Kawasaki,35.523142,139.708024,8310.974582
1,Japan,,Kazo,36.1312558,139.6019429,8279.598435
3,Japan,,Kitakyushu,33.8829996,130.8749015,9062.156219
15,Japan,,Kobe,34.6932379,135.1943764,8696.035859
8,Japan,,Kochi,33.6569018,133.5606241,8885.4879
2,Japan,,Kokubunji,35.709674,139.454224,8317.634609
6,Japan,,Kumamoto,32.6450475,130.6341345,9167.649275
1,Japan,,Kunitachi,35.681991,139.43624,8320.746709
5,Japan,,Kusatsu,35.0179088,135.96046,8618.544477
74,Japan,,Kyoto,35.021041,135.7556075,8633.18555
2,Japan,,Matsue,35.468115,133.048768,8796.625674
5,Japan,,Matsumoto,36.2382047,137.9687141,8391.781858
5,Japan,,Matsuyama,33.8395188,132.7653521,8930.169577
5,Japan,,Meguro,35.62125,139.688014,8306.124107
1,Japan,,Mie-Ken,34.7339685,136.5154489,8597.223781
2,Japan,,Mito,36.3657792,140.4713933,8200.752474
1,Japan,,Miyagi,38.3880155,140.9761025,8036.423575
1,Japan,,Morioka,39.7006008,141.1367118,7943.335663
1,Japan,,Nagano,36.1143945,138.0319015,8395.304542
1,Japan,,Nagaoka,37.446996,138.8512199,8249.420783
1,Japan,,Nagareyama,35.8562314,139.9026259,8275.186869
1,Japan,,Nagasaki,33.1154683,129.7874339,9194.284441
44,Japan,,Nagoya,35.1851045,136.8998438,8539.058453
3,Japan,,Nankoku,33.5755463,133.6413009,8885.279824
1,Japan,,Nara,34.2963089,135.8816819,8672.938598
1,Japan,,Neyagawa,34.76751,135.633907,8659.132926
6,Japan,,Niigata,37.6452283,138.7669125,8242.709846
1,Japan,,Nomi,36.4392262,136.5424414,8481.443626
1,Japan,,Okayama,34.8581334,133.7759256,8786.953117
4,Japan,,Okinawa,26.5707754,128.0255901,9799.812822
1,Japan,,Onagawa,38.4496158,141.4431144,7998.828485
5,Japan,,Osaka,34.6937569,135.5014539,8673.736441
14,Japan,,Sagamihara,35.56559,139.236215,8342.998276
3,Japan,,Saitama,35.9754168,139.4160114,8303.279762
1,Japan,,Sakai,34.529124,135.50156,8684.881277
36,Japan,,Sapporo,43.0614489,141.354538,7723.323955
47,Japan,,Sendai,38.2677554,140.8691498,8051.67143
6,Japan,,Shizuoka,34.9332488,138.0955398,8468.214165
1,Japan,,Tachikawa,35.69797,139.4135537,8321.382801
2,Japan,,Takamatsu,34.3425592,134.0465338,8803.002213
1,Japan,,Tobata,33.8971785,130.8206343,9064.996912
1,Japan,,Tokai,35.044082,136.90902,8547.783732
2,Japan,,Tokai-Mura,36.42373485,140.757037,8176.060581
2,Japan,,Tokai-mura,36.42373485,140.757037,8176.060581
216,Japan,,Tokyo,35.6828387,139.7594549,8296.88877
5,Japan,,Tottori,35.3555075,133.8678525,8746.148879
4,Japan,,Toyama,36.6468015,137.2183531,8419.132796
8,Japan,,Tsu,34.7339963,136.5101724,8597.607079
91,Japan,,Tsukuba,36.0833877,140.0765098,8247.819112
1,Japan,,Uji,34.8933744,135.8059219,8638.149172
1,Japan,,Wako,35.7817053,139.6058692,8301.828454
6,Japan,,Yamaguchi,34.2379614,131.5873845,8986.401558
1,Japan,,Yatsushiro,32.5081425,130.6020211,9179.74705
10,Japan,,Yokohama,35.444991,139.636768,8321.27788
5,Japan,,Yokosuka,35.24063,139.660865,8332.698174
1,Japan,,Yurihonjo city,39.3858771,140.0487402,8040.354153
1,Kazakhstan,,Astana,51.15092055,71.43885952,10077.61235
8,Kenya,,Nairobi,-1.2832533,36.8172449,15456.96223
1,Kuwait,,Kuwait City,29.3797091,47.9735629,12519.67684
1,Latvia,,Riga,56.9493977,24.1051846,9062.314916
1,Lebanon,,Beirut,33.8959203,35.47843,11763.16894
2,Luxembourg,,Belvaux,49.509811,5.9304454,9100.922379
1,Luxembourg,,Esch-sur-Alzette,49.4959628,5.9850306,9104.602202
2,Luxembourg,,Luxembourg,49.8158683,6.1296751,9083.418233
2,Macao,,Macao,22.1956294,113.5487847,11180.81283
2,Malta,,Msida,35.8955967,14.4891548,10735.33417
1,Mexico,,Chihuahua,28.5000001,-106.0000001,1829.956736
12,Mexico,,Ciudad DE Armería,18.93869,-103.9661162,2737.151739
1,Mexico,,Colima,19.166667,-104,2714.884837
1,Mexico,,Coyoacan,19.32804005,-99.15106341,3031.127966
1,Mexico,,Cuernavaca,18.9218274,-99.2342282,3058.157184
12,Mexico,,Ensenada,30.1927661,-115.2314626,1055.995071
4,Mexico,,Guadalajara,20.6720375,-103.3383962,2628.288169
1,Mexico,,Jalapa,17.77080775,-92.80215156,3626.966759
1,Mexico,,Jiutepec,18.88638935,-99.1701224,3065.613253
2,Mexico,,La Paz,19.36376855,-98.9463136,3042.991891
28,Mexico,,Mexico City,19.4326009,-99.1333416,3023.967174
1,Mexico,,Monterrey,25.63978365,-100.2931016,2471.447865
2,Mexico,,Morelia,19.7027116,-101.1923818,2856.214565
1,Mexico,,Nuevo Morelos,22.5147575,-99.2044814,2779.268445
1,Mexico,,Obregón,19.3098859,-98.9075803,3050.122647
1,Mexico,,Puerto Angel,15.666667,-96.490556,3521.07216
6,Mexico,,Querétaro,20.8542575,-99.84756,2858.792086
1,Mexico,,Recursos Naturales,19.4371909,-99.1800033,3020.238329
1,Mexico,,Texcoco,16.571667,-97.033333,3407.624369
1,Mongolia,,Ulaanbaatar,47.949809,106.9667242,9343.351333
1,Morocco,,Ben Guerir,32.239034,-7.958131,9718.221354
1,Morocco,,Beni Mellal,32.334193,-6.353335,9819.222563
3,Morocco,,Casablanca,33.5950627,-7.6187768,9636.900528
1,Morocco,,Fés,34.0346534,-5.0161926,9774.242914
2,Morocco,,Rabat,34.022405,-6.834543,9656.033365
5,Nepal,,Dhulikhel,27.618921,85.552917,12219.22166
30,Nepal,,Kathmandu,27.708796,85.320244,12219.05681
4,Nepal,,Lalitpur,27.6767339,85.316805,12222.4602
18,Netherlands,,Amsterdam,52.3745403,4.897975506,8808.558897
1,Netherlands,,Bilthoven,52.14995205,5.210902621,8841.434629
5,Netherlands,,De Bilt,52.1038467,5.190930851,8844.511182
26,Netherlands,,Delft,51.9994572,4.362724539,8816.93746
3,Netherlands,,Den Burg,52.4449771,5.8403894,8843.374309
1,Netherlands,,Dwingeloo,52.8402233,6.399002929,8833.064425
3,Netherlands,,Enschede,52.22336325,6.870595664,8906.644638
2,Netherlands,,Groningen,53.2217925,6.558245335,8806.706683
1,Netherlands,,Leeuwarden,53.19968475,5.800690896,8776.694859
1,Netherlands,,Nieuwegein,52.0298704,5.092933409,8846.552895
6,Netherlands,,Noordwijk,52.2698999,4.452685882,8797.935181
1,Netherlands,,Schoonhoven,51.9506681,4.8492301,8842.606566
3,Netherlands,,The Hague,52.07494555,4.269680221,8806.401518
52,Netherlands,,Utrecht,52.0809856,5.127683969,8843.700842
12,Netherlands,,Wageningen,51.9685817,5.668298062,8876.958046
2,New Zealand,,Alexandra,-45.2535683,169.3870836,11441.97201
21,New Zealand,,Auckland,-36.852095,174.7631803,10476.29047
1,New Zealand,,Canterbury,-43.49417615,171.8098448,11167.78064
7,New Zealand,,Christchurch,-43.51047865,172.5811305,11123.20835
8,New Zealand,,Dunedin,-45.8739282,170.503488,11421.58236
4,New Zealand,,Hamilton,-37.7879076,175.2818068,10517.17964
18,New Zealand,,Lower Hutt,-41.2125751,174.9057626,10808.33904
1,New Zealand,,New Plymouth,-39.0579941,174.0806474,10690.90669
1,New Zealand,,Otago,-45.1299859,169.5248818,11424.79763
4,New Zealand,,Palmerston North,-40.356317,175.6112388,10699.05505
21,New Zealand,,Wellington,-41.2887953,174.7772114,10821.95504
3,Niger,,Niamey,13.524834,2.109823,11920.31107
1,Nigeria,,Abuja,9.0643305,7.4892974,12680.44802
2,Nigeria,,Garki,12.4303749,9.113041563,12514.38557
2,Nigeria,,Ibadan,7.3777462,3.8972497,12548.8706
1,Nigeria,,Ikeja,6.5960605,3.340787,12568.29583
2,Nigeria,,Ile Ife,7.216667,4.866667,12635.59847
9,Nigeria,,Lagos,6.4550575,3.3941795,12583.58398
1,Nigeria,,Uyo,5.0322447,7.924791,13043.21553
1,Nigeria,,Zaria,11.0248119,7.651853312,12529.37095
1,Norway,,Andenes,69.322131,16.1222343,7670.133679
47,Norway,,Bergen,60.3943055,5.3259192,8145.065924
1,Norway,,Hønefoss,60.1666996,10.2550853,8336.356211
2,Norway,,Kjeller,59.9731544,11.0463826,8380.014708
3,Norway,,Longyearbyen,78.2231558,15.6463656,6853.446561
24,Norway,,Oslo,59.9133301,10.7389701,8375.122929
7,Norway,,Tromsø,69.6492969,18.9548489,7700.079836
22,Norway,,Trondheim,63.4305658,10.3951929,8051.670717
1,Norway,,Tønsberg,59.2922933,10.43483495,8420.26404
1,Norway,,Ås,59.67928085,10.77416364,8397.216875
3,Oman,,Muscat,23.4830409,58.59208891,13239.53931
2,Pakistan,,Islamabad,33.63573935,72.9230467,11958.30867
1,Pakistan,,Karachi,25.1446897,67.18477673,12985.0514
1,Pakistan,,Lahore,31.5656079,74.3141775,12151.78598
1,Pakistan,,Punjab,31,72,12262.4131
2,Pakistan,,Rawalpindi,33.5914237,73.0535122,11960.44594
1,Panama,,Ancon,8.9986493,-79.5665794,5334.145406
4,Panama,,Balboa,8.3479957,-78.89717298,5437.119259
3,Panama,,Panama City,8.9714493,-79.5341802,5338.80087
1,Paraguay,,San Lorenzo,-25.3425224,-57.509397,9719.720657
3,Peru,,Arequipa,-16.3988667,-71.5369607,8001.265693
1,Peru,,Cusco,-13.5258001,-71.9639903,7729.914567
1,Peru,,La Molina,-12.0901768,-76.9223378,7264.038155
17,Peru,,Lima,-12.0621065,-77.0365256,7253.869229
10,Philippines,,Quezon City,14.6509905,121.0486155,11230.23118
2,Poland,,Krakow,50.0469432,19.99715344,9616.896872
1,Poland,,Lublin,51.2181945,22.55467757,9586.927057
1,Poland,,Olsztyn,53.7766839,20.476507,9269.314684
3,Poland,,Poznań,52.4082663,16.9335199,9282.342937
1,Poland,,Skrzatow 1,51.73976415,19.62436219,9439.610758
1,Poland,,Sopot,54.44190905,18.54309445,9142.607043
22,Poland,,Warsaw,52.2337172,21.07141113,9439.270662
3,Poland,,Wroclaw,51.1089776,17.0326689,9409.520207
1,Portugal,,Alges,38.7027915,-9.2287735,9142.612779
1,Portugal,,Aveiro,40.640496,-8.6537841,9032.801898
2,Portugal,,Coimbra,40.2109801,-8.4292057,9079.226839
2,Portugal,,Covilha,40.26586015,-7.536083826,9130.425786
2,Portugal,,Faro,37.0537571,-7.931936617,9350.998015
10,Portugal,,Lisbon,38.7077507,-9.1365919,9148.130486
1,Portugal,,Queluz,38.7549578,-9.257244781,9136.866915
1,Portugal,,Porto,41.1494512,-8.6107884,8997.067212
1,Portugal,,Vila Real,41.2966556,-7.74678,9038.891086
2,Puerto Rico,,San Juan,18.465299,-66.116666,5830.206947
3,Qatar,,Doha,25.30132655,51.49570471,13009.76557
3,Reunion,,Saint-Denis,-20.8799889,55.448137,18136.67766
1,Romania,,Bucharest,44.4361414,26.1027202,10381.27085
1,Romania,,Iasi,47.161494,27.5840504,10150.97186
1,Russia,,Irkutsk,52.289597,104.280586,9068.659489
3,Russia,,Krasnoyarsk,56.0090968,92.8725147,9107.110675
46,Russia,,Moscow,55.7504461,37.6174943,9485.47543
2,Russia,,Novosibirsk,55.0282171,82.9234509,9459.096512
2,Russia,,Petropavlovsk-Kamchatskiy,53.0199693,158.6472187,6090.124641
1,Russia,,Skolkovo,53.3193964,50.7457846,9906.48215
7,Russia,,St Petersburg,59.938732,30.316229,8905.398357
5,Russia,,Tomsk,56.488712,84.952324,9262.024692
1,Russia,,Tyumen,57.153534,65.542274,9475.021416
1,Russia,,Yekaterinburg,56.839104,60.60825,9532.558191
4,Saudi Arabia,,Dhahran,26.2966528,50.1202146,12885.70371
2,Saudi Arabia,,Jeddah,21.5822247,39.1640396,13173.82879
1,Saudi Arabia,,Riyadh,24.6319692,46.7150648,13019.98238
13,Saudi Arabia,,Thuwal,22.2833454,39.1128145,13097.87859
3,Senegal,,Dakar,14.693425,-17.447938,10293.48857
60,Singapore,,Singapore,1.340863,103.8303918,13605.19793
3,Slovenia,,Ljubljana,46.0498146,14.5067824,9788.253655
6,South Africa,,Cape Town,-33.928992,18.417396,16482.72536
1,South Africa,,Die Boord,-33.9466667,18.8502778,16521.39454
2,South Africa,,Durban,-29.861825,31.009909,17423.57381
1,South Africa,,Hermanus,-34.4175,19.2361111,16571.05579
4,South Africa,,Johannesburg,-26.205,28.049722,16971.01897
1,South Africa,,Mahikeng,-25.863611,25.658611,16747.63384
1,South Africa,,Potchefstroom,-26.707778,27.095833,16918.8562
1,South Africa,,Pretoria,-25.7459374,28.1879444,16955.4074
1,South Africa,,Wits,-26.18726435,28.02992389,16968.29899
1,South Korea,,Andong-Si,36.5634886,128.7260798,9019.139757
4,South Korea,,Ansan,37.3217152,126.8308604,9091.030734
1,South Korea,,Anseong,37.007773,127.279971,9084.201812
1,South Korea,,Anyang,37.3938528,126.9570605,9077.352553
1,South Korea,,Bukgu,37.5063399,126.7234293,9084.547569
73,South Korea,,Busan,35.1799528,129.0752365,9095.218544
1,South Korea,,Cheonan,36.8150283,127.1140654,9109.438467
2,South Korea,,Cheongju,36.6421169,127.4891742,9096.977793
18,South Korea,,Chuncheon,37.8810569,127.7297641,8990.422923
2,South Korea,,Chungcheongbuk-do,36.8584149,127.7095746,9066.356421
15,South Korea,,Daegu,35.8713,128.6018,9077.72384
59,South Korea,,Daejeon,36.3496,127.3848,9125.436338
1,South Korea,,Donghae,37.5245142,129.1146302,8923.593101
1,South Korea,,Gangneung,37.7525313,128.8759523,8923.24331
4,South Korea,,Gangwon-do,37.885,127.7297,8990.13995
1,South Korea,,Goesan-Gun,36.815,127.7866,9064.350382
10,South Korea,,Gongju,36.47257,127.09124,9136.142876
7,South Korea,,Goyang,37.6581862,126.8319452,9066.195329
1,South Korea,,Gwacheon,37.4289037,126.9881655,9072.712978
11,South Korea,,Gwangju,35.1595775,126.8515089,9249.130966
8,South Korea,,Gyeonggi-do,37.2752,127.0095,9082.592216
1,South Korea,,Gyeongsan,35.825122,128.741329,9071.52351
22,South Korea,,Incheon,37.456,126.7052,9089.462756
4,South Korea,,Jeju,33.3939924,126.5626653,9399.745287
2,South Korea,,Jeollabuk-do,35.7395078,127.1181259,9188.274031
3,South Korea,,Jeonju,35.8242715,127.1480657,9180.009289
1,South Korea,,Jinju,35.1803459,128.1079953,9161.801785
1,South Korea,,Kunsan,35.9679984,126.7369036,9197.149963
1,South Korea,,Naju-si,35.0158859,126.7108313,9269.32007
5,South Korea,,Pohang,36.0189315,129.3429384,9016.293859
6,South Korea,,Sejong,36.4799999,127.289,9122.315076
1,South Korea,,Seodaemun,37.5657953,126.9666351,9064.080346
3,South Korea,,Seogwipo-si,33.2541176,126.5669671,9409.839539
234,South Korea,,Seoul,37.5666791,126.9782914,9063.243597
1,South Korea,,Suwon,37.2633325,127.0287472,9082.185015
2,South Korea,,Taejon-City,36.3496,127.3848,9125.436338
13,South Korea,,Ulsan,35.5391697,129.3119136,9052.961168
26,South Korea,,Yongin,37.2405741,127.1785572,9073.889784
2,Spain,,A Coruña,43.3712091,-8.3958768,8842.756884
1,Spain,,Alcalá de Henares,40.4818396,-3.3644973,9365.446107
1,Spain,,Alicante,38.353738,-0.4901846,9707.077142
1,Spain,,Andalusia,37.3399964,-4.5811614,9541.059214
37,Spain,,Barcelona,41.3828939,2.1774322,9606.718958
1,Spain,,Bilbao,43.2630051,-2.9349915,9168.368509
1,Spain,,Burgos,42.343926,-3.696977,9197.974136
2,Spain,,Burjassot,39.5090599,-0.4108581,9616.827876
1,Spain,,Castelló de la Plana,39.9860347,-0.0377354,9599.064767
1,Spain,,Esporles,39.6692405,2.5775624,9773.212495
9,Spain,,Granada,37.183054,-3.6021928,9614.203052
2,Spain,,Las Palmas de Gran Canaria,28.128874,-15.4349448,9489.407208
1,Spain,,Leioa,43.3271048,-2.9846079,9160.4523
1,Spain,,Lleida,41.6147605,0.6267842,9501.955919
21,Spain,,Madrid,40.4167047,-3.7035825,9350.575829
1,Spain,,Malaga,36.7213028,-4.4216366,9599.946223
1,Spain,,Ourense,42.1968459,-7.6114105,8978.600684
4,Spain,,Oviedo,43.3533424,-5.87951434,8992.40879
1,Spain,,Palencia,42.0108856,-4.5328735,9175.700224
1,Spain,,Palma de Mallorca,39.5695818,2.6500745,9785.671783
4,Spain,,Salamanca,40.9651572,-5.6640182,9190.469473
4,Spain,,San Cristobal de La Laguna,28.4857715,-16.3159422,9397.929845
2,Spain,,San Fernando,36.45787,-6.2048562,9507.823848
2,Spain,,Santa Cruz de Tenerife,28.469648,-16.2540884,9403.712687
2,Spain,,Santander,43.4620412,-3.8099719,9102.973178
2,Spain,,Tarrasa,41.5629885,2.0102442,9582.454295
2,Spain,,Torrejón de Ardoz,40.4587767,-3.4793343,9360.501984
2,Spain,,Tres Cantos,40.6065826,-3.7065333,9335.313174
5,Spain,,Valencia,39.4699014,-0.3759513,9622.064731
11,Spain,,Villanueva de la Canada,40.4472106,-4.002795,9330.3943
4,Spain,,Zaragoza,41.84004695,-1.169509009,9382.830377
1,Sri Lanka,,Badulla,6.9898202,81.0569425,14503.18999
1,Sri Lanka,,Matara,5.947822,80.5482919,14631.36532
2,Sri Lanka,,Peradeniya,7.2642107,80.5930652,14496.37829
2,Sweden,,Falun,60.6070068,15.6323059,8466.712942
9,Sweden,,Gothenburg,57.7072326,11.9670171,8615.517041
3,Sweden,,Kiruna,67.8550724,20.2255482,7897.818853
1,Sweden,,Lulea,65.5831187,22.1459535,8159.920074
15,Sweden,,Lund,55.7029296,13.1929449,8841.538029
2,Sweden,,Norrköping,58.5909124,16.1903511,8672.692946
24,Sweden,,Stockholm,59.3251172,18.0710935,8660.03098
1,Sweden,,Sundsvall,62.3907552,17.3071024,8347.161998
10,Sweden,,Umeå,63.84206435,20.253612,8285.036951
18,Sweden,,Uppsala,59.8586126,17.6387436,8596.549626
1,Sweden,,Villavägen,59.0259101,12.2903538,8506.802921
1,Sweden,,Västerås,59.6110992,16.5463679,8587.559199
4,Switzerland,,Basel,47.5581077,7.5878261,9347.137137
17,Switzerland,,Bern,46.9482713,7.4514512,9394.540897
1,Switzerland,,Birmensdorf,47.3538481,8.4382157,9404.056396
1,Switzerland,,Bougy-Villars,46.4787593,6.3545367,9384.034844
5,Switzerland,,Davos,46.7961744,9.8237266,9516.491271
8,Switzerland,,Duebendorf,47.3968244,8.6183023,9408.410479
19,Switzerland,,Geneva,46.2017559,6.1466014,9398.214511
1,Switzerland,,Guemligen,46.9345928,7.5110516,9398.515536
1,Switzerland,,Kastanienbaum,47.0130792,8.33487,9429.586814
23,Switzerland,,Lausanne,46.5218269,6.6327025,9393.498229
1,Switzerland,,Lugano,46.0050102,8.9520281,9547.68186
1,Switzerland,,Ottikon,47.4353544,8.7167797,9409.438651
1,Switzerland,,Pfungen,47.5161123,8.6454232,9399.027895
1,Switzerland,,Purasca,45.9779043,8.8510918,9545.436479
2,Switzerland,,Vaud,46.6356963,6.5320717,9378.780929
6,Switzerland,,Villigen,47.5262684,8.2147282,9378.59917
1,Switzerland,,Wettingen,47.4678661,8.3220846,9388.65841
1,Switzerland,,Winterthur,47.4991723,8.7291498,9404.31676
109,Switzerland,,Zurich,47.3723941,8.5423328,9407.138022
1,Taiwan,,Changhua,24.0755667,120.5444667,10537.16171
6,Taiwan,,Chiayi,23.4811089,120.4535412,10590.25752
3,Taiwan,,Chung Li,24.14191,120.6805869,10522.1762
2,Taiwan,,Douliou,23.7050525,120.5372523,10566.6835
9,Taiwan,,Hsinchu,24.8066333,120.9686833,10449.53248
2,Taiwan,,Hualien,23.99486475,121.6042434,10466.86987
17,Taiwan,,Jhongli,24.96238315,121.2101175,10420.06272
5,Taiwan,,Kaohsiung,22.6203348,120.3120375,10667.9053
3,Taiwan,,Keelung,25.1317232,121.744652,10368.48313
10,Taiwan,,Taichung,24.163162,120.6478282,10522.87099
17,Taiwan,,Tainan,22.9912348,120.184982,10648.06427
156,Taiwan,,Taipei,25.0375198,121.5636796,10388.81727
34,Taiwan,,Taoyuan,24.993923,121.30168,10411.03374
1,Tajikistan,,Dushanbe,38.5762709,68.7863573,11489.97798
1,Tanzania,,Morogoro,-6.86835,37.81380014,16059.97595
5,Thailand,,Bangkok,13.7538929,100.8160803,12755.34888
2,Thailand,,Chiang Mai,18.790876,98.988048,12413.77587
1,Thailand,,Pathumthani,13.97270675,100.5197693,12754.89181
2,Thailand,,Surathani,9.1243004,99.30960031,13263.94085
1,Tunisia,,Medenine,33.339592,10.491185,10762.48312
6,Turkey,,Ankara,39.9207774,32.854067,11054.95115
1,Turkey,,Artvin,41.160506,41.8398627,11134.22855
1,Turkey,,Bursa,40.182737,29.0678352,10911.89936
12,Turkey,,Istanbul,41.0096334,28.9651646,10823.71732
1,Turkey,,Izmir,38.4147331,27.1434119,11026.91975
1,Turkey,,Kocaeli,40.765382,29.9406983,10879.79571
6,Turkey,,Maslak,41.1254819,29.0151681,10813.43162
7,Uganda,,Kampala,0.3177137,32.5813539,15085.83226
4,Ukraine,,Kyiv,50.4500336,30.5241361,9894.173156
11,United Arab Emirates,,Abu Dhabi,23.99764435,53.64390976,13170.74697
4,United Arab Emirates,,Dubai,25.0750095,55.18876088,13059.36662
2,United Kingdom,,Hatfield,51.7634675,-0.2258741,8625.914756
11,United Kingdom,,Aberdeen,57.1482429,-2.0928095,8113.573467
1,United Kingdom,,Ambleside,54.431954,-2.9630528,8285.69873
1,United Kingdom,,Belfast,54.5964411,-5.9302761,8133.120211
3,United Kingdom,,Bath,51.3813864,-2.3596963,8553.576672
24,United Kingdom,,Birmingham,52.4775396,-1.894053,8489.396995
1,United Kingdom,,Bramhall,53.3575953,-2.1661435,8407.005162
2,United Kingdom,,Brighton,50.8220399,-0.1374061,8706.413
49,United Kingdom,,Bristol,51.4538022,-2.5972985,8536.208397
64,United Kingdom,,Cambridge,52.2034823,0.1235817,8606.731601
17,United Kingdom,,Cardiff,51.4816546,-3.1791934,8505.365508
1,United Kingdom,,Conwy,53.14642505,-3.759134642,8347.640246
3,United Kingdom,,Coventry,52.4081812,-1.510477,8513.180505
1,United Kingdom,,Croxley Green,51.6508446,-0.4454648,8624.578566
1,United Kingdom,,Derby,52.9212617,-1.4761491,8473.999707
1,United Kingdom,,Devon,50.75,-3.75,8533.97312
7,United Kingdom,,Didcot,51.6056908,-1.2467923,8589.822556
3,United Kingdom,,Dorking,51.2325184,-0.3306724,8663.865694
28,United Kingdom,,Durham,54.7764152,-1.5758539,8322.414523
9,United Kingdom,,Exeter,50.725562,-3.5269108,8547.112679
3,United Kingdom,,East Kilbride,55.760176,-4.179078,8127.419885
1,United Kingdom,,East Yorkshire,53.7958531,-1.5367126,8401.76425
23,United Kingdom,,Edinburgh,55.9533456,-3.1883749,8157.658594
11,United Kingdom,,Egham,51.4312585,-0.5473085,8637.429931
1,United Kingdom,,Elstree,51.6436161,-0.2994431,8632.113124
13,United Kingdom,,Exeter,50.725562,-3.5269108,8547.112679
1,United Kingdom,,Whitchurch Hill,51.5072399,-1.077644,8605.850666
10,United Kingdom,,Glasgow,55.8611389,-4.2501672,8116.485296
11,United Kingdom,,Hull,53.7435722,-0.3394758,8460.963171
1,United Kingdom,,St Andrews,56.3403902,-2.7955844,8145.377666
1,United Kingdom,,Keyworth,52.8686943,-1.090979803,8496.285041
19,United Kingdom,,Lancaster,54.0484068,-2.7990345,8323.194871
57,United Kingdom,,Leeds,53.7974185,-1.5437941,8401.312485
18,United Kingdom,,Leicester,52.6361398,-1.1330789,8512.87907
1,United Kingdom,,Letchworth,51.9767243,-0.2305199,8608.450281
2,United Kingdom,,Lincoln,53.2336301,-0.5392172,8492.754354
19,United Kingdom,,Liverpool,53.407154,-2.991665,8364.103849
117,United Kingdom,,London,51.5073219,-0.1276474,8651.316183
8,United Kingdom,,Loughborough,52.7723859,-1.2077985,8498.484434
3,United Kingdom,,Cranfield,52.0690205,-0.6079317,8583.160081
1,United Kingdom,,Malvern,52.1159559,-2.3258985,8497.235953
16,United Kingdom,,Manchester,53.4794892,-2.2451148,8393.700749
1,United Kingdom,,Middlewich,53.1927371,-2.4453171,8406.786233
4,United Kingdom,,Milton Keynes,52.0429797,-0.7589607,8578.093547
1,United Kingdom,,Northampton,52.2381355,-0.8963907,8555.91374
2,United Kingdom,,Norwich,52.628606,1.29227,8626.086407
6,United Kingdom,,Newcastle-Upon-Tyne,54.9738474,-1.6131572,8305.145964
12,United Kingdom,,Nottingham,52.9534193,-1.1496461,8486.771919
55,United Kingdom,,Oxford,51.7520131,-1.2578499,8577.59052
1,United Kingdom,,Penryn,50.1685495,-5.1034063,8509.796304
1,United Kingdom,,Pitlochry,56.7043809,-3.7333722,8075.630832
4,United Kingdom,,Plymouth,50.3712659,-4.1425658,8543.50251
1,United Kingdom,,Portishead,51.4806882,-2.7768562,8525.271122
4,United Kingdom,,Portsmouth,50.8036831,-1.075614,8662.392863
45,United Kingdom,,Reading,51.45149525,-0.98363425,8614.847953
1,United Kingdom,,Swindon,51.5613683,-1.7856853,8567.307415
1,United Kingdom,,Salford,53.4877463,-2.2891921,8390.980328
15,United Kingdom,,Sheffield,53.3806626,-1.4702278,8437.782218
42,United Kingdom,,Southampton,50.9137978,-1.399040483,8637.773576
5,United Kingdom,,St Andrews,56.3403902,-2.7955844,8145.377666
1,United Kingdom,,Staffordshire,52.8246942,-2.007454672,8456.537701
1,United Kingdom,,Surbiton,51.3937557,-0.3033105,8652.133374
2,United Kingdom,,Surrey,51.2715316,-0.341452351,8660.193456
2,United Kingdom,,Swansea,51.6195955,-3.9459248,8456.630317
1,United Kingdom,,Teddington,51.4277844,-0.333653,8647.931662
1,United Kingdom,,Thatcham,51.4024177,-1.257412,8605.57142
1,United Kingdom,,Tranent,55.9444972,-2.9534938,8168.919309
4,United Kingdom,,Tyne and Wear,54.916667,-1.566667,8311.759083
1,United Kingdom,,Uxbridge,51.5449509,-0.4816672,8631.39742
6,United Kingdom,,Wallingford,51.5982316,-1.1252158,8596.270638
9,United Kingdom,,York,53.9590555,-1.0815361,8409.772674
39,United States,AK,Anchorage,61.2163129,-149.8948523,3245.94922
110,United States,AK,Fairbanks,64.837845,-147.716675,3453.946826
1,United States,AK,Finland,47.4146362,-91.2490485,2756.538856
3,United States,AK,Fort Wainwright,70.6206581,-159.849329,4268.300589
5,United States,AK,Juneau,58.3019496,-134.419734,2459.993457
1,United States,AK,Seldovia,59.4388204,-151.7120131,3200.455519
1,United States,AK,Wasilla,61.5824216,-149.4425638,3255.1517
34,United States,AL,Auburn,32.527002,-85.43674841,3394.602542
1,United States,AL,Dauphin Island,30.2542022,-88.1124817,3252.53853
